"IP","Domain","Country","Region","City","ISP","ASN","Lat","Long"
"103.30.44.0","","Taiwan","","","CM Craft Aesthetic","18424","24","121"
"103.30.128.0","","Taiwan","","","","","24","121"
"103.30.132.0","","Taiwan","","","","","24","121"
"103.31.196.0","","Taiwan","","","Taiwan Intelligent Fiber Optic Network Co.,Ltd.","131584","24","121"
"103.35.204.0","","Taiwan","","","Magna Hosting Ltd","135387","24","121"
"103.36.116.0","","Taiwan","","","Asia Pacific Telecom","17709","24","121"
"103.37.36.0","","Taiwan","","","TRIUMPH DYNASTY Limited","133747","24","121"
"103.38.146.0","","Taiwan","","","WELL-POWER Tech Corp","133158","24","121"
"103.42.112.0","","Taiwan","","","New Century InfoComm Tech Co., Ltd.","9919","24","121"
"103.42.144.0","","Taiwan","","","","","24","121"
"103.42.148.0","","Taiwan","","","PEGATRON","131593","24","121"
"103.43.48.0","","Taiwan","","","","","24","121"
"103.46.144.0","","Taiwan","","","TNET Communication Inc. 10F., No.78, Sec. 2, Chongxin Rd., Sanchong Dist.,New Taipei City, T","38851","24","121"
"103.46.188.0","","Taiwan","","","TNET Communication Inc. 10F., No.78, Sec. 2, Chongxin Rd., Sanchong Dist.,New Taipei City, T","38851","24","121"
"103.51.140.0","","Taiwan","Taichung City","Taichung","Serverfield Co., Ltd.","134094","24.144","120.6844"
"103.59.220.0","","Taiwan","","","Kingston Technology Fareast Corp.","131595","24","121"
"103.61.136.0","","Taiwan","","","EMGINECONCEPT-01","31972","24","121"
"103.67.204.0","","Taiwan","","","SSCLOUD","17213","24","121"
"103.68.138.0","","Taiwan","","","HiMORE Digital","131273","24","121"
"103.70.52.0","","Taiwan","","","DigiCentre Company Limited","7532","24","121"
"103.71.140.0","","Taiwan","","","New Century InfoComm Tech Co., Ltd.","9919","24","121"
"103.89.20.0","","Taiwan","","","Mootech Asia","136462","24","121"
"103.95.44.0","","Taiwan","","","","","24","121"
"103.97.48.0","","Taiwan","","","pearlabyss","38090","24","121"
"103.97.156.0","","Taiwan","","","","","24","121"
"103.98.72.0","","Taiwan","Taichung City","Taichung","","","24.144","120.6844"
"103.99.88.0","","Taiwan","","","","","24","121"
"103.100.124.0","103-100-124-0.static.anson-tw-pop.com","Taiwan","","","Anson Network Limited Taiwan","131610","24","121"
"103.100.164.0","","Taiwan","","","","","24","121"
"103.103.80.0","","Taiwan","","","Carl International Information ltd.","131618","24","121"
"103.103.128.0","","Taiwan","Taichung City","Taichung","Serverfield Co., Ltd.","134094","24.144","120.6844"
"103.104.148.0","","Taiwan","","","Ezlink Cloud Technology Co., Limted","135293","24","121"
"103.106.52.0","","Taiwan","","","Advanced Information Company Limited","38047","24","121"
"103.112.48.0","","Taiwan","","","","","24","121"
"103.113.240.0","","Taiwan","","","Rich Top EC Limited","132146","24","121"
"103.116.68.0","","Taiwan","","","","","24","121"
"103.116.96.0","","Taiwan","","","Jigentec CO. LTD.","131619","24","121"
"103.117.4.0","","Taiwan","","","SHOPEE TAIWAN CO. LTD.","131623","24","121"
"103.117.40.0","","Taiwan","","","Ci Yuan Technology Co., Limited","135561","24","121"
"103.117.106.0","","Taiwan","","","HiMORE Digital","131273","24","121"
"103.117.112.0","","Taiwan","","","DongFong Technology Co. Ltd.","18046","24","121"
"103.117.224.0","","Taiwan","","","Peicity Digital Cable Television., LTD","131627","24","121"
"103.118.24.0","","Taiwan","","","NSS INTL CO., LTD.","131626","24","121"
"103.119.212.0","","Taiwan","","","TRIUMPH DYNASTY Limited","133747","24","121"
"103.120.148.0","","Taiwan","","","","","24","121"
"103.122.16.0","","Taiwan","","","","","24","121"
"103.122.20.0","","Taiwan","Taipei City","Taipei","Nerocloud Ltd","48024","25.0504","121.5324"
"103.122.116.0","","Taiwan","","","Ching Kuo","147035","24","121"
"103.122.124.0","","Taiwan","","","","","24","121"
"103.122.148.0","","Taiwan","","","","","24","121"
"103.122.188.0","","Taiwan","","","","","24","121"
"103.122.196.0","","Taiwan","","","","","24","121"
"103.122.208.0","","Taiwan","","","","","24","121"
"103.122.216.0","","Taiwan","","","Compal Electronics","131680","24","121"
"103.122.224.0","","Taiwan","","","HITRON TECHNOLOGY INC.","9311","24","121"
"103.122.236.0","","Taiwan","","","","","24","121"
"IP","Domain","Country","Region","City","ISP","ASN","Lat","Long"
"103.123.0.0","","Taiwan","Taipei City","Taipei","LETSWIN TELECOM CO., LTD.","131632","25.0504","121.5324"
"103.123.124.0","","Taiwan","","","","","24","121"
"103.123.128.0","","Taiwan","","","Denpa Ltd.","131662","24","121"
"103.123.132.0","103-123-132-0.idc-ip.as134823.net","Taiwan","","","Sky Digital Co., Ltd.","134823","24","121"
"103.123.140.0","","Taiwan","","","AboveNet Communications Taiwan","17408","24","121"
"103.123.184.0","","Taiwan","","","","","24","121"
"103.123.188.0","","Taiwan","","","Koos Broadband Telecom","18042","24","121"
"103.123.192.0","103-123-192-0.static.ip.net.tw","Taiwan","","","Yuan-Jhen Info., Co., Ltd","131149","24","121"
"103.123.196.0","103-123-196-0.static.ip.net.tw","Taiwan","","","","","24","121"
"103.123.216.0","","Taiwan","","","Licson Internet Service","134098","24","121"
"103.123.240.0","103-123-240-0.static.ip.net.tw","Taiwan","","","Yuan-Jhen Info., Co., Ltd","131149","24","121"
"103.123.252.0","","Taiwan","","","","","24","121"
"103.124.40.0","","Taiwan","","","Chief Telecom Inc.","131606","24","121"
"103.124.72.0","","Taiwan","","","National Center for High-performance Computing","7539","24","121"
"103.124.148.0","","Taiwan","","","","","24","121"
"103.124.176.0","","Taiwan","Taipei City","Taipei","Peicity Digital Cable Television., LTD","131627","25.0504","121.5324"
"103.124.252.0","","Taiwan","","","NETEASE","131659","24","121"
"103.125.0.0","","Taiwan","","","","","24","121"
"103.125.64.0","","Taiwan","","","","","24","121"
"103.125.156.0","","Taiwan","","","","","24","121"
"103.125.224.0","","Taiwan","","","","","24","121"
"103.125.228.0","","Taiwan","","","","","24","121"
"103.126.88.0","","Taiwan","","","","","24","121"
"103.126.140.0","","Taiwan","","","","","24","121"
"103.126.164.0","","Taiwan","","","Chinatrust Commercial Bank","131143","24","121"
"103.126.180.0","","Taiwan","","","","","24","121"
"103.126.252.0","","Taiwan","","","DongFong Technology Co. Ltd.","18046","24","121"
"103.127.148.0","","Taiwan","","","","","24","121"
"103.127.228.0","","Taiwan","","","MOBA Private Limited Taiwan Branch","131634","24","121"
"103.127.232.0","","Taiwan","","","Airpay","131635","24","121"
"103.127.236.0","","Taiwan","","","GROUP-IID-002","399626","24","121"
"103.127.240.0","","Taiwan","","","Nerocloud Ltd","48024","24","121"
"103.129.136.0","","Taiwan","","","Carl International Information ltd.","131618","24","121"
"103.129.144.0","103-129-144-0.ip4.tih.tw","Taiwan","","","","","24","121"
"103.129.160.0","","Taiwan","","","","","24","121"
"103.129.164.0","","Taiwan","","","","","24","121"
"103.129.168.0","103-129-168-0.static.ip.net.tw","Taiwan","","","Yuan-Jhen Info., Co., Ltd","131149","24","121"
"103.129.176.0","","Taiwan","","","Taiwan Fixed Network, Telco and Network Service Provider.","9924","24","121"
"103.129.180.0","","Taiwan","","","","","24","121"
"103.129.240.0","","Taiwan","","","","","24","121"
"103.130.0.0","","Taiwan","","","Digidom CableTV Co., LTD.","131607","24","121"
"103.130.20.0","","Taiwan","","","DongFong Technology Co. Ltd.","18046","24","121"
"103.130.24.0","","Taiwan","","","DongFong Technology Co. Ltd.","18046","24","121"
"103.130.28.0","","Taiwan","","","NETEASE","131659","24","121"
"103.130.32.0","","Taiwan","","","DongFong Technology Co. Ltd.","18046","24","121"
"103.130.36.0","","Taiwan","","","DongFong Technology Co. Ltd.","18046","24","121"
"103.130.40.0","","Taiwan","","","DongFong Technology Co. Ltd.","18046","24","121"
"103.130.44.0","","Taiwan","","","DongFong Technology Co. Ltd.","18046","24","121"
"103.130.48.0","","Taiwan","","","New Kaohsiung Broadband LTD.","9922","24","121"
"103.130.84.0","","Taiwan","","","Digidom CableTV Co., LTD.","131607","24","121"
"103.130.92.0","","Taiwan","New Taipei","New Taipei","DaDa Broadband LTD.","18419","24.9466","121.586"
"103.130.96.0","","Taiwan","","","DaDa Broadband LTD.","18419","24","121"
"103.130.100.0","","Taiwan","","","GIGABYTE","131663","24","121"
"103.130.120.0","","Taiwan","","","","","24","121"
"103.130.124.0","","Taiwan","","","WANIN INTERNATIONAL CO., LTD.","131636","24","121"
"103.130.248.0","","Taiwan","","","","","24","121"
"103.130.252.0","","Taiwan","","","Academia Sinica","9264","24","121"
"103.131.112.0","","Taiwan","","","","","24","121"
"103.131.124.0","","Taiwan","","","","","24","121"
"103.131.172.0","","Taiwan","","","TNET Communication Inc. 10F., No.78, Sec. 2, Chongxin Rd., Sanchong Dist.,New Taipei City, T","38851","24","121"
"103.131.252.0","","Taiwan","","","NETEASE","131659","24","121"
"103.132.44.0","103-132-44-0.as131675.net","Taiwan","","","Beyond Orbit Co., Ltd.","131675","24","121"
"103.132.132.0","","Taiwan","","","","","24","121"
"103.132.156.0","","Taiwan","","","","","24","121"
"103.133.44.0","","Taiwan","","","FastCould","131637","24","121"
"103.133.152.0","","Taiwan","","","Advanced Information Company Limited","38047","24","121"
"103.134.80.0","","Taiwan","","","","","24","121"
"103.134.120.0","","Taiwan","","","KlickKlack Co., Ltd","131645","24","121"
"103.134.148.0","","N/A","N/A","N/A","","","0","0"
"103.135.16.0","","Taiwan","","","","","24","121"
"103.135.20.0","","Taiwan","","","","","24","121"
"103.135.116.0","","Taiwan","","","Carl International Information ltd.","131618","24","121"
"103.136.60.0","","Taiwan","","","CM Craft Aesthetic","18424","24","121"
"103.136.210.0","","Taiwan","","","Kuang Shih International Ltd. Ltd","17502","24","121"
"103.136.212.0","","Taiwan","","","STARCLOUD GLOBAL PTE., LTD.","140224","24","121"
"103.136.224.0","","Taiwan","","","AS-CHOOPA","20473","24","121"
"103.137.22.0","","Taiwan","","","Sky Digital Co., Ltd.","134823","24","121"
"103.137.62.0","","Taiwan","Taipei City","Taipei City","Pittqiao Network Information Co.,Ltd.","131642","25.0759","121.5516"
"103.137.246.0","","Taiwan","Taipei City","Taipei","Pittqiao Network Information Co.,Ltd.","131642","25.0504","121.5324"
"103.138.92.0","","Taiwan","","","NAN YA PLASTICS CORPORATION","131655","24","121"
"103.138.106.0","","Taiwan","","","AboveNet Communications Taiwan","17408","24","121"
"103.138.194.0","","Taiwan","","","Carl International Information ltd.","131618","24","121"
"103.139.240.0","","Taiwan","","","loongaming","131651","24","121"
"103.140.110.0","","Taiwan","","","","","24","121"
"103.140.169.0","","Taiwan","","","Ruifeng HK branch","139298","24","121"
"103.140.232.0","","Taiwan","","","","","24","121"
"103.141.76.0","","Taiwan","","","Ruifeng HK branch","139298","24","121"
"103.141.80.0","ip-103-141-80-0.static.kkco.com.tw","Taiwan","","","KlickKlack Co., Ltd","131645","24","121"
"103.141.82.0","ip-103-141-82-0.static.kkco.com.tw","Taiwan","","","KlickKlack Co., Ltd","131645","24","121"
"103.142.42.0","ip-103-142-42-0.static.kkco.com.tw","Taiwan","","","KlickKlack Co., Ltd","131645","24","121"
"103.142.44.0","","Taiwan","","","KlickKlack Co., Ltd","131645","24","121"
"103.142.150.0","","Taiwan","","","","","24","121"
"103.142.152.0","","Taiwan","","","","","24","121"
"103.142.176.0","","Taiwan","","","","","24","121"
"103.143.56.0","","Taiwan","","","loongaming","131651","24","121"
"103.144.32.0","","Taiwan","","","NSS INTL CO., LTD.","131626","24","121"
"103.144.34.0","","Taiwan","","","","","24","121"
"103.145.22.0","","Taiwan","","","HWA CENT TELECOMMUNICATIONS LIMITED","139471","24","121"
"103.146.80.0","","Taiwan","","","Internet Vikings International AB","51747","24","121"
"103.146.164.0","","Taiwan","","","","","24","121"
"IP","Domain","Country","Region","City","ISP","ASN","Lat","Long"
"103.146.210.0","","Taiwan","","","GRONEXT CO., LTD.","131667","24","121"
"103.146.212.0","","Taiwan","","","FANTASY TECHNOLOGY CO., LTD.","131671","24","121"
"103.146.250.0","","Taiwan","","","RETN Telecoms Ltd.","139903","24","121"
"103.147.22.0","","Taiwan","","","Taiwan Digital Streaming Co.","131668","24","121"
"103.147.58.0","","Taiwan","","","","","24","121"
"103.147.130.0","103.147.130.0.ip.qwaydns.com","Taiwan","","","OpenFor Telecommunications Co., Ltd.","131677","24","121"
"103.148.68.0","","Taiwan","","","Carl International Information ltd.","131618","24","121"
"103.148.72.0","","Hong Kong","","","Pittqiao Network Information Co.,Ltd.","131642","22.2578","114.1657"
"103.148.142.0","","Taiwan","","","","","24","121"
"103.148.146.0","","Taiwan","","","Skycloud Computing co., Ltd.","7483","24","121"
"103.149.64.0","103.149.64.0.ip.qwaydns.com","Taiwan","","","OpenFor Telecommunications Co., Ltd.","131677","24","121"
"103.149.66.0","","Taiwan","","","DQWLIT","131678","24","121"
"103.150.36.0","","Taiwan","Taichung City","Taichung","HostingInside LTD.","9678","24.144","120.6844"
"103.150.230.0","","Taiwan","","","Gangu Tech Co., Ltd.","131679","24","121"
"103.152.150.0","","Taiwan","Taichung City","Taichung","HostingInside LTD.","9678","24.144","120.6844"
"103.152.202.0","","Hong Kong","Kowloon City","Kowloon","Ming Yi Tea Farm","17415","22.3163","114.1842"
"103.152.220.0","","Hong Kong","Kowloon City","Kowloon","Eons Data Communications Limited","138997","22.3163","114.1842"
"103.152.252.0","103.152.252.0.ip.qwaydns.com","Taiwan","","","OpenFor Telecommunications Co., Ltd.","131677","24","121"
"103.153.176.0","","Taiwan","","","HUANG HR CO., LTD.","131657","24","121"
"103.153.200.0","","Taiwan","","","Watch Tower Bible and Tract Society of Pennsylvania, Taiwan Branch","140958","24","121"
"103.155.202.0","","Taiwan","","","YFNET","134997","24","121"
"103.156.116.0","","Indonesia","Banten","South Tangerang","","","-6.2876","106.722"
"103.156.184.0","","Taiwan","","","Akari Networks","38136","24","121"
"103.156.242.0","","Taiwan","New Taipei","","Kirino LLC","41378","25.0355","121.5232"
"103.157.42.0","","Taiwan","Taipei City","Taipei City","Pittqiao Network Information Co.,Ltd.","131642","25.0759","121.5516"
"103.157.86.0","","Taiwan","","","","","24","121"
"103.158.74.0","","Taiwan","","","","","24","121"
"103.158.76.0","","Taiwan","","","","","24","121"
"103.158.78.0","","Taiwan","","","","","24","121"
"103.158.80.0","","Taiwan","","","","","24","121"
"103.158.112.0","","Taiwan","","","","","24","121"
"103.158.114.0","","Taiwan","","","","","24","121"
"103.158.116.0","","Taiwan","","","","","24","121"
"103.158.118.0","","Taiwan","","","","","24","121"
"103.158.134.0","","Taiwan","","","","","24","121"
"103.158.184.0","","Taiwan","","","","","24","121"
"103.158.186.0","","Taiwan","","","Haima Global Network","139328","24","121"
"103.158.228.0","","Taiwan","","","Sky Digital Co., Ltd.","134823","24","121"
"103.159.86.0","","Taiwan","","","","","24","121"
"103.159.88.0","","Taiwan","","","EMGINECONCEPT-01","31972","24","121"
"103.159.118.0","ip-103-159-118-0.as38856.walks.cloud","Taiwan","","","Walks Cloud Inc.","38856","24","121"
"103.159.120.0","","Taiwan","","","Carl International Information ltd.","131618","24","121"
"103.159.172.0","","Taiwan","","","","","24","121"
"103.159.176.0","","Taiwan","","","","","24","121"
"103.159.206.0","","Taiwan","","","","","24","121"
"103.159.210.0","","Taiwan","","","","","24","121"
"103.160.0.0","","Vietnam","","","","","16.1667","107.8333"
"103.160.86.0","","Taiwan","","","Data Communication Business Group","4782","24","121"
"103.160.180.0","","Taiwan","","","","","24","121"
"103.160.214.0","","Taiwan","","","","","24","121"
"103.160.220.0","","Taiwan","","","","","24","121"
"103.160.224.0","","Taiwan","","","NETEASE","131659","24","121"
"103.160.226.0","","Taiwan","","","NETEASE","131659","24","121"
"103.160.250.0","","Taiwan","","","","","24","121"
"103.161.6.0","","Taiwan","","","Carl International Information ltd.","131618","24","121"
"103.161.8.0","","N/A","N/A","N/A","","","0","0"
"103.161.10.0","","N/A","N/A","N/A","","","0","0"
"103.161.12.0","","N/A","N/A","N/A","","","0","0"
"103.161.36.0","","N/A","N/A","N/A","","","0","0"
"103.161.78.0","","Taiwan","","","HiMORE Digital","131273","24","121"
"103.161.90.0","","Taiwan","","","InnoLux Display Corp.","131683","24","121"
"103.162.84.0","","Taiwan","","","","","24","121"
"103.164.130.0","","Taiwan","","","NC Taiwan Co., Ltd.","142005","24","121"
"103.166.81.0","","Taiwan","","","HiMORE Digital","131273","24","121"
"103.167.50.0","","Taiwan","","","Zenlayer","38854","24","121"
"103.167.250.0","","Taiwan","","","Internet Technology Laboratory","38254","24","121"
"103.168.154.0","","Japan","Tokyo","Tokyo","Eons Data Communications Limited","138997","35.6893","139.6899"
"103.168.156.0","","Taiwan","","","AMAZON-02","16509","24","121"
"103.169.46.0","","Taiwan","","","Paramita Digital Ltd.","38853","24","121"
"103.169.106.0","","Taiwan","","","","","24","121"
"103.169.126.0","","Taiwan","","","","","24","121"
"103.169.212.0","","Taiwan","","","Fun Finance Technology Co., Ltd.","38852","24","121"
"103.170.14.0","","Taiwan","","","","","24","121"
"103.172.124.0","","Taiwan","","","Tsung-Yi Yu","7480","24","121"
"103.172.126.0","","Taiwan","","","Mercycat Network","18428","24","121"
"103.172.128.0","","Taiwan","","","","","24","121"
"103.173.94.0","","Taiwan","","","IMPROVE SYSTEM TECHNOLOGY CO., LTD.","9920","24","121"
"103.174.124.0","","Taiwan","","","","","24","121"
"103.174.154.0","","Taiwan","","","","","24","121"
"103.175.152.0","103-175-152-0.paradise-soft.com.tw","Taiwan","","","","","24","121"
"103.175.166.0","","Taiwan","","","Skycloud Computing co., Ltd.","7483","24","121"
"103.175.194.0","","Taiwan","","","Skycloud Computing co., Ltd.","7483","24","121"
"103.175.254.0","","Taiwan","","","","","24","121"
"103.176.0.0","","N/A","N/A","N/A","","","0","0"
"103.176.50.0","","Taiwan","","","","","24","121"
"103.177.32.0","","Taiwan","","","Sky Digital Co., Ltd.","38042","24","121"
"103.177.50.0","cndfur3wdeo","Taiwan","","","GOOGLE-CLOUD-PLATFORM","396982","24","121"
"103.177.126.0","","Taiwan","","","","","24","121"
"103.178.10.0","","Taiwan","","","Force Cloud Co., Ltd.","131653","24","121"
"103.178.36.0","","Taiwan","","","Vocom International Telecommunications AP Area","45250","24","121"
"103.178.92.0","","Taiwan","","","","","24","121"
"103.179.28.0","","Taiwan","","","WeiXuan Chang","212358","24","121"
"103.179.148.0","","Taiwan","","","","","24","121"
"103.180.14.0","","Taiwan","","","Chang Chun Petrochemical Co., Ltd.","63893","24","121"
"103.180.16.0","","Taiwan","","","Chang Chun Petrochemical Co., Ltd.","63893","24","121"
"103.180.18.0","","Taiwan","","","Chang Chun Petrochemical Co., Ltd.","63893","24","121"
"103.180.20.0","","Taiwan","","","Pittqiao Network Information Co.,Ltd.","131642","24","121"
"103.180.22.0","","Taiwan","","","Taiwan Infrastructure Network Technologie","18049","24","121"
"103.182.226.0","","Taiwan","","","Advanced Information Company Limited","38047","24","121"
"103.196.172.0","","Taiwan","","","New Changhua Digital Cable TV CO,.Ltd","131597","24","121"
"IP","Domain","Country","Region","City","ISP","ASN","Lat","Long"
"103.197.172.0","","Taiwan","","","DongFong Technology Co. Ltd.","18046","24","121"
"103.200.0.0","","Taiwan","","","Wistron Corporation","131599","24","121"
"103.207.252.0","","Taiwan","","","","","24","121"
"103.208.196.0","103-208-196-0.idc-ip.as134823.net","Taiwan","","","Sky Digital Co., Ltd.","134823","24","121"
"103.222.248.0","","Taiwan","","","Inventec Besta CO.,LTD","131605","24","121"
"103.224.132.0","","Taiwan","","","Taiwan Fixed Network, Telco and Network Service Provider.","9924","24","121"
"103.224.192.0","","Taiwan","","","Taiwan Fixed Network, Telco and Network Service Provider.","9924","24","121"
"103.224.200.0","","Taiwan","New Taipei","Xindian District","Extra-Lan Technologies Co., LTD","18429","24.9547","121.5354"
"103.224.204.0","","Taiwan","","","","","24","121"
"103.225.0.0","","Taiwan","","","UNION BROADBAND NETWORK","24164","24","121"
"103.226.100.0","","Taiwan","","","TRIUMPH DYNASTY Limited","133747","24","121"
"103.226.212.0","","Taiwan","","","Taiwan Intelligent Fiber Optic Network Co.,Ltd.","131584","24","121"
"103.227.32.0","","Taiwan","","","Foxconn Technology Group","131589","24","121"
"103.227.224.0","","Taiwan","","","","","24","121"
"103.228.216.0","","Taiwan","","","Mega International Commercial Bank","131587","24","121"
"103.229.16.0","","Taiwan","Taipei City","Taipei","Qualcomm Inc","133089","25.0504","121.5324"
"103.229.50.0","","Taiwan","","","","","24","121"
"103.229.100.0","","Taiwan","","","TNET Communication Inc. 10F., No.78, Sec. 2, Chongxin Rd., Sanchong Dist.,New Taipei City, T","38851","24","121"
"103.229.124.0","","Taiwan","","","Cloudie Limited","55933","24","121"
"103.229.132.0","","Taiwan","","","Financial Information Service Co., Ltd.","131588","24","121"
"103.231.48.0","","Taiwan","","","Ambit Microsystem Corporation","131591","24","121"
"103.233.68.0","","Taiwan","New Taipei","New Taipei","DongFong Technology Co. Ltd.","18046","24.9466","121.586"
"103.234.40.0","","Taiwan","","","Peicity Digital Cable Television., LTD","131627","24","121"
"103.234.76.0","","Taiwan","","","TNET Communication Inc. 10F., No.78, Sec. 2, Chongxin Rd., Sanchong Dist.,New Taipei City, T","38851","24","121"
"103.234.80.0","","Taiwan","","","President Information Corp.","17710","24","121"
"103.234.204.0","","Taiwan","","","DaDa Broadband LTD.","18419","24","121"
"103.234.224.0","","Taiwan","","","DongFong Technology Co. Ltd.","18046","24","121"
"103.234.228.0","n228-h0.234.103.dynamic.da.net.tw","Taiwan","","","DaDa Broadband LTD.","18419","24","121"
"103.235.88.0","","Taiwan","","","AMAZON-02","16509","24","121"
"103.239.60.0","","Taiwan","","","Taiwan Star Telecom Corporation Limited.Former Vibo Telecom Inc.","24157","24","121"
"103.241.68.0","","Taiwan","","","","","24","121"
"103.243.248.0","","Taiwan","","","","","24","121"
"103.246.208.0","","Taiwan","","","TNET Communication Inc. 10F., No.78, Sec. 2, Chongxin Rd., Sanchong Dist.,New Taipei City, T","38851","24","121"
"103.246.218.0","103-246-218-0.idc-ip.as134823.net","Taiwan","","","Sky Digital Co., Ltd.","134823","24","121"
"103.247.112.0","ip-103-247-112-0.kkcube.com","Taiwan","","","Taiwan Fixed Network, Telco and Network Service Provider.","9924","24","121"
"103.249.160.0","","Taiwan","","","10 Science Park Road","45634","24","121"
"103.252.68.0","","Taiwan","","","","","24","121"
"103.252.128.0","","Taiwan","Taipei City","Taipei","PEER WITH OVERSEA ISP","10085","25.0504","121.5324"
"103.252.196.0","","Taiwan","","","Dynamic Computing Technology","131601","24","121"
"103.252.244.0","","Taiwan","","","WELL-POWER Tech Corp","133158","24","121"
"103.253.184.0","","Taiwan","","","Kingspeed International Freight Express","45504","24","121"
"106.1.0.0","","Taiwan","Tainan","Dawan","Taiwan Fixed Network, Telco and Network Service Provider.","9924","23.2092","120.1872"
"106.64.0.0","106-64-0-0.adsl.fetnet.net","Taiwan","","","Far EastTone Telecommunication Co., Ltd.","9674","24","121"
"106.104.0.0","106-104-0-0.adsl.dynamic.seed.net.tw","Taiwan","Kaohsiung","Kaohsiung City","Digital United Inc.","4780","22.6148","120.3139"
"107.179.60.0","","United States","","","LAYER-HOST","46573","37.751","-97.822"
"110.24.0.0","110-24-0-0.adsl.fetnet.net","Taiwan","","","Far EastTone Telecommunication Co., Ltd.","9674","24","121"
"110.50.128.0","","Taiwan","","","Taiwan Star Telecom Corporation Limited.Former Vibo Telecom Inc.","24157","24","121"
"111.67.48.0","111-67-48-0.veetime.com","Taiwan","Taichung City","Taichung","VEE TIME CORP.","17809","24.144","120.6844"
"111.70.0.0","111-70-0-0.emome-ip.hinet.net","Taiwan","Taipei City","Taipei","Mobile Business Group","17421","25.0504","121.5324"
"111.80.0.0","111-80-0-0.emome-ip.hinet.net","Taiwan","","","","","24","121"
"111.125.128.0","","Taiwan","","","Taiwan Intelligent Fiber Optic Network Co.,Ltd.","131584","24","121"
"111.184.0.0","host-111-184-0-0.dynamic.kbtelecom.net","Taiwan","Taipei City","Taipei","Hoshin Multimedia Center Inc.","9416","25.0504","121.5324"
"111.235.192.0","","Taiwan","Taipei City","Taipei","Taiwan Intelligent Fiber Optic Network Co.,Ltd.","131584","25.0504","121.5324"
"111.240.0.0","111-240-0-0.dynamic-ip.hinet.net","Taiwan","Taoyuan","Taoyuan District","Data Communication Business Group","3462","24.9889","121.3176"
"112.78.16.0","","Taiwan","","","","","24","121"
"112.78.64.0","","Taiwan","Taipei City","Taipei","Taiwan Star Telecom Corporation Limited.Former Vibo Telecom Inc.","24157","25.0504","121.5324"
"112.78.104.0","","Taiwan","","","TOPNET. IP Transit AS","45560","24","121"
"112.104.0.0","112-104-0-0.adsl.dynamic.seed.net.tw","Taiwan","Kaohsiung","Kaohsiung City","Digital United Inc.","4780","22.6148","120.3139"
"112.121.32.0","","Taiwan","","","","","24","121"
"112.121.64.0","","Taiwan","","","DigiCentre Company Limited","7532","24","121"
"112.213.48.0","","Taiwan","","","DWINS Digital Service Corp.","17416","24","121"
"113.21.80.0","","Taiwan","","","","","24","121"
"113.21.160.0","static-ip-0-160-21-113.rev.dyxnet.com","Taiwan","","","TW Limited","9244","24","121"
"113.61.128.0","113-61-128-0.veetime.com","Taiwan","Taichung City","Taichung","VEE TIME CORP.","17809","24.144","120.6844"
"113.196.0.0","113.196.0.0.ll.static.sparqnet.net","Taiwan","","","New Century InfoComm Tech Co., Ltd.","9919","24","121"
"113.212.78.0","","Taiwan","","","","","24","121"
"114.24.0.0","114-24-0-0.dynamic-ip.hinet.net","Taiwan","New Taipei","New Taipei","Data Communication Business Group","3462","24.9466","121.586"
"114.29.240.0","","Taiwan","Tainan","Tainan City","PEER WITH OVERSEA ISP","10085","22.9917","120.2148"
"114.29.244.0","","Taiwan","","","Dynamic Computing Technology","131601","24","121"
"114.30.32.0","114-30-32-0.twgate-ip.twgate.net","Taiwan","","","Taiwan Internet Gateway","10126","24","121"
"114.32.0.0","114-32-0-0.hinet-ip.hinet.net","Taiwan","Taipei City","Taipei","Data Communication Business Group","3462","25.0504","121.5324"
"114.136.0.0","114-136-0-0.emome-ip.hinet.net","Taiwan","Taipei City","Taipei","Mobile Business Group","17421","25.0504","121.5324"
"114.140.0.0","114-140-0-0.adsl.fetnet.net","Taiwan","","","Far EastTone Telecommunication Co., Ltd.","9674","24","121"
"114.198.160.0","","Taiwan","New Taipei","New Taipei","Taiwan Fixed Network, Telco and Network Service Provider.","9924","24.9466","121.586"
"114.198.176.0","","Taiwan","New Taipei","Tamsui","Taiwan Fixed Network, Telco and Network Service Provider.","9924","25.1685","121.4408"
"115.30.64.0","","Taiwan","","","TRIUMPH DYNASTY Limited","133747","24","121"
"115.42.80.0","","Taiwan","","","","","24","121"
"115.42.112.0","","Taiwan","","","","","24","121"
"115.43.0.0","","Taiwan","Kaohsiung","Kaohsiung City","Hoshin Multimedia Center Inc.","9416","22.6148","120.3139"
"115.80.0.0","115-80-0-0.taiwanmobile.net","Taiwan","","","","","24","121"
"115.85.144.0","","Taiwan","","","EASPNET Inc.","10135","24","121"
"115.165.192.0","","Taiwan","New Taipei","New Taipei","UNION BROADBAND NETWORK","24165","24.9466","121.586"
"116.50.32.0","","Taiwan","","","DongFong Technology Co. Ltd.","18046","24","121"
"116.59.0.0","116-59-0-0.emome-ip.hinet.net","Taiwan","","","Mobile Business Group","17421","24","121"
"116.89.128.0","","Taiwan","Chiayi","Chiayi City","Taiwan Star Telecom Corporation Limited.Former Vibo Telecom Inc.","24157","23.4815","120.4498"
"116.118.128.0","0-128-118-116.tinp.net.tw","Taiwan","","","Taiwan Infrastructure Network Technologie","18049","24","121"
"116.212.80.0","","Taiwan","","","","","24","121"
