"IP","Domain","Country","Region","City","ISP","ASN","Lat","Long"
"14.137.224.0","","Japan","","","IDC Frontier Inc.","2554","35.6897","139.6895"
"14.192.32.0","14-192-32-0.dc.ctc.ad.jp","Japan","Nagano","Nagano","Chubu Telecommunications Company, Inc.","18126","36.1346","138.0408"
"14.192.96.0","","Japan","Aichi","Ichinomiya","ICC Corporation","131934","35.3055","136.8131"
"14.193.0.0","","Japan","Chiba","Honcho","JCOM Co., Ltd.","4721","35.7074","139.9955"
"23.232.128.0","","Japan","","","NTT PC Communications, Inc.","2514","35.6897","139.6895"
"24.41.112.0","","Japan","Mie","Sakaemachi","advanscope inc.","10011","34.714","136.5074"
"24.53.192.0","24.53.192.0.user.e-catv.ne.jp","Japan","Ehime","Matsuyama","EHIME CATV CO.,LTD.","18260","33.8304","132.7683"
"27.0.0.0","","Japan","Tokyo","Tokyo","AMAZON-02","16509","35.6893","139.6899"
"27.0.16.0","oki-27-0-16-0.jptransit.net","Japan","Okinawa","Tomari","GLBB Japan KK","55900","26.3086","127.7775"
"27.0.32.0","","Japan","","","Otsuka Corp.","17514","35.6897","139.6895"
"27.34.128.0","","Japan","","","KDDI Web Communications Inc.","9597","35.6897","139.6895"
"27.34.160.0","","Japan","","","KDDI Web Communications Inc.","9597","35.6897","139.6895"
"27.34.168.0","","Japan","","","ITOCHU Techno-Solutions Corporation","9993","35.6897","139.6895"
"27.34.192.0","","Japan","","","","","35.6897","139.6895"
"27.50.12.0","","Japan","","","","","35.6897","139.6895"
"27.50.96.0","","Japan","","","","","35.6897","139.6895"
"27.54.96.0","","Japan","Kagoshima","Kirishima Shi","Minamikyusyu CableTV Net Inc.","45687","31.8068","130.7856"
"27.54.112.0","","Japan","Kagoshima","Kirishima Shi","Minamikyusyu CableTV Net Inc.","45687","31.8068","130.7856"
"27.54.124.0","","Japan","Tokyo","Tokyo","FreeBit Co.,Ltd.","10013","35.6893","139.6899"
"27.80.0.0","KD027080000000.ppp-bb.dion.ne.jp","Japan","","","KDDI CORPORATION","2516","35.6897","139.6895"
"27.96.0.0","","Japan","","","Tokushima Central TV Co.,Inc.","45690","35.6897","139.6895"
"27.96.16.0","27-96-16-0.rat.jp","Japan","","","ARTERIA Networks Corporation","2519","35.6897","139.6895"
"27.96.32.0","27-96-32-0.ipq.jp","Japan","Tokyo","Shinjuku","ARTERIA Networks Corporation","2519","35.6918","139.7002"
"27.96.68.0","","Japan","Hiroshima","Miyoshi","Energia Communications, Inc.","7670","34.7986","132.8705"
"27.96.72.0","","Japan","","","Hokuden Information Technology,Inc.","17689","35.6897","139.6895"
"27.96.80.0","","Japan","","","Hokuden Information Technology,Inc.","17689","35.6897","139.6895"
"27.98.0.0","","Japan","Shizuoka","Shizuoka","TOKAI Communications Corporation","10010","34.9882","138.3742"
"27.98.128.0","","Japan","","","TOKAI Communications Corporation","10010","35.6897","139.6895"
"27.100.8.0","","Japan","","","Dream Wave Shizuoka Co. Ltd.","18068","35.6897","139.6895"
"27.100.28.0","","Japan","","","","","35.6897","139.6895"
"27.100.32.0","","Japan","","","QUICK Corp.","55378","35.6897","139.6895"
"27.100.48.0","watv027100048000.watv.ne.jp","Japan","Saitama","Ota","Watarase Television Co.,Ltd","23805","35.9511","139.7116"
"27.106.208.0","","Japan","Okayama","Okayama","EHIME CATV CO.,LTD.","18260","34.6501","133.9311"
"27.106.224.0","27.106.224.0.user.e-catv.ne.jp","Japan","Ehime","Yoshifuji","EHIME CATV CO.,LTD.","18260","33.8705","132.7631"
"27.109.96.0","","Japan","Okayama","Okayama","OKAYAMA NETWORK INC.","18129","34.6501","133.9311"
"27.109.120.0","","Japan","","","D.C.N. Corporation","18097","35.6897","139.6895"
"27.110.20.0","","Japan","","","COLT Technology Services Group Limited","8220","35.6897","139.6895"
"27.110.24.0","","Japan","Tokyo","Tanashicho","KVH Co.,Ltd","10021","35.7301","139.543"
"27.110.32.0","","Japan","Tokyo","Tokyo","KVH Co.,Ltd","10021","35.6893","139.6899"
"27.110.96.0","","Japan","Akita","Akita","Cable Networks Akita Co.,ltd.","23783","39.7185","140.1211"
"27.110.112.0","","Japan","Akita","Akita","Cable Networks Akita Co.,ltd.","23783","39.7185","140.1211"
"27.111.76.0","","Japan","","","Rakuten Mobile Network, Inc.","23720","35.6897","139.6895"
"27.111.128.0","","Japan","","","","","35.6897","139.6895"
"27.112.104.0","","Japan","","","Tsukaeru.net, Web Hosting Company, Japan","63997","35.6897","139.6895"
"27.112.124.0","","Japan","","","","","35.6897","139.6895"
"27.113.192.0","","Japan","Nara","Shiga","ZTV CO.,LTD","9351","34.4059","135.87"
"27.113.224.0","","Japan","Aichi","Ogawa","Community Network Center Inc.","9354","34.9639","136.9701"
"IP","Domain","Country","Region","City","ISP","ASN","Lat","Long"
"103.52.148.0","","Japan","","","DIG Inc.","131899","35.6897","139.6895"
"103.52.232.0","","Japan","","","Computer Engineering & Consulting, Ltd.","7514","35.6897","139.6895"
"103.52.236.0","","Japan","","","LEON CO.LTD","136506","35.6897","139.6895"
"103.52.240.0","","Japan","","","Softbank BB Corp.","17676","35.6897","139.6895"
"103.53.12.0","alb1-lo0.maa1.llnw.net","India","Tamil Nadu","Chennai","Limelight Networks India","55429","12.8996","80.2209"
"103.53.96.0","0.k-isp.net","Japan","","","D.C.N. Corporation","18097","35.6897","139.6895"
"103.53.120.0","","Japan","Kagoshima","Chuocho","SYNAPSE Co.,Ltd.","7511","31.5344","130.7527"
"103.54.56.0","","United States","New York","New York","KAMATERA","36007","40.7876","-74.06"
"103.54.88.0","","Japan","","","BEKKOAME INTERNET INC.","4686","35.6897","139.6895"
"103.54.156.0","","Japan","","","Xserver Inc.","131965","35.6897","139.6895"
"103.54.184.0","r184-b01.mevius-mail.net","Japan","","","DIG Inc.","131899","35.6897","139.6895"
"103.54.204.0","","Japan","Akita","Nakadai","Cable Networks Akita Co.,ltd.","23783","39.7042","140.1282"
"103.54.208.0","","Japan","","","","","35.6897","139.6895"
"103.55.12.0","103x55x12x0.static.dg-ipas.net","Japan","","","esu2 Corporation","59094","35.6897","139.6895"
"103.55.157.0","103x55x157x0.static.dg-ipas.net","Japan","","","NTT Communications Corporation","4713","35.6897","139.6895"
"103.55.158.0","103x55x158x0.static.dg-ipas.net","Japan","","","NTT Communications Corporation","4713","35.6897","139.6895"
"103.55.192.0","","Japan","","","esu2 Corporation","59094","35.6897","139.6895"
"103.55.196.0","","Japan","","","JCOM Co., Ltd.","18134","35.6897","139.6895"
"103.56.48.0","103-56-48-0.furu-power.com","Japan","","","Softbank BB Corp.","17676","35.6897","139.6895"
"103.56.96.0","","Japan","","","LG DACOM Corporation","3786","35.6897","139.6895"
"103.56.108.0","103-56-108-0.ebypndwe.com","Japan","","","Equinix Japan Enterprise K.K.","23637","35.6897","139.6895"
"103.56.132.0","","Japan","","","Equinix Japan Enterprise K.K.","23637","35.6897","139.6895"
"103.56.212.0","srv01-0.maaanishhh.com","Japan","","","","","35.6897","139.6895"
"103.57.4.0","","Japan","","","SAKURA Internet Inc.","9370","35.6897","139.6895"
"103.57.28.0","","Japan","","","Softbank BB Corp.","17676","35.6897","139.6895"
"103.57.44.0","","Japan","","","Softbank BB Corp.","17676","35.6897","139.6895"
"103.57.48.0","","Japan","","","","","35.6897","139.6895"
"103.57.100.0","ztL7NXldhlQdaGM.MKh1eTyHfW.aIrisA-SAmoN.info","Japan","","","ARTERIA Networks Corporation","2519","35.6897","139.6895"
"103.57.144.0","","Japan","","","","","35.6897","139.6895"
"103.58.68.0","","Japan","","","Internap Japan Co.,Ltd.","24295","35.6897","139.6895"
"103.59.32.0","","Japan","","","5-3 Miyuki-cho","132726","35.6897","139.6895"
"103.59.89.0","","Japan","","","Nomura Research Institute,Ltd.","131903","35.6897","139.6895"
"103.59.136.0","","Japan","","","","","35.6897","139.6895"
"103.60.36.0","srv01-0.taka-daaadns.com","Japan","","","Chubu Telecommunications Company, Inc.","18126","35.6897","139.6895"
"103.60.224.0","","Japan","","","","","35.6897","139.6895"
"103.61.151.0","","Japan","","","CYBERDYNE Inc.","59115","35.6897","139.6895"
"103.61.244.0","","Japan","","","Softbank BB Corp.","17676","35.6897","139.6895"
"103.62.244.0","n244.mx-expwy.com","Japan","","","Softbank BB Corp.","17676","35.6897","139.6895"
"103.63.220.0","r63-220-b01.mevius-mail.net","Japan","","","DIG Inc.","131899","35.6897","139.6895"
"103.63.224.0","srv22401-0.obas-dns.com","Japan","Aichi","Nagoya","Chubu Telecommunications Company, Inc.","18126","35.179","136.8939"
"103.64.132.0","","Japan","Aichi","Nagoya","Chubu Telecommunications Company, Inc.","18126","35.179","136.8939"
"103.65.44.0","","Japan","","","KDDI CORPORATION","2516","35.6897","139.6895"
"103.65.208.0","","Japan","","","OPTAGE Inc.","17511","35.6897","139.6895"
"103.66.171.0","","Japan","","","ATGS-MMD-AS","2687","35.6897","139.6895"
"103.67.28.0","","Japan","Hyōgo","Kobe","ITEC HANKYU HANSHIN CO.,LTD.","7524","34.6922","135.1816"
"103.67.220.0","103-67-220-0.soracom.io","Japan","","","SORACOM. INC.","131910","35.6897","139.6895"
"103.68.12.0","","Japan","","","PF LINK SYSTEMS","137445","35.6897","139.6895"
"103.68.144.0","","Japan","","","CRC Solutions Corp.","24270","35.6897","139.6895"
"103.70.240.0","","Japan","","","Kakaku.com, Inc.","59123","35.6897","139.6895"
"103.71.36.0","","Japan","","","Softbank BB Corp.","17676","35.6897","139.6895"
"103.71.156.0","","Japan","","","SBI BITS Co., Ltd.","133203","35.6897","139.6895"
"103.74.160.0","","Japan","","","","","35.6897","139.6895"
"103.75.212.0","","Japan","","","First Innovation K.K.","133476","35.6897","139.6895"
"103.75.252.0","","Japan","","","Softbank BB Corp.","17676","35.6897","139.6895"
"103.78.118.0","","Japan","Saitama","Saitama","Warabi Cable Vision Co., Ltd.","58650","35.8559","139.6416"
"103.79.12.0","","Japan","","","Cybozu,Inc.","131912","35.6897","139.6895"
"103.80.4.0","","Japan","","","INFOBLOX-1","395363","35.6897","139.6895"
"103.80.104.0","103-80-104-0.fid-hosting.jp","Japan","","","kronos.Co.,Ltd.","59092","35.6897","139.6895"
"103.80.204.0","srv204170124-0.app-kidsjp.com","Japan","","","","","35.6897","139.6895"
"103.81.72.0","d103081072000.cable.ogaki-tv.ne.jp","Japan","Gifu","Ogaki","Ogaki Cable Television Co.,Inc.","10003","35.3363","136.6173"
"103.81.144.0","","Japan","Fukushima-ken","Date","NCT CO.,LTD.","59126","37.8199","140.4975"
"103.81.176.0","103-81-176-0.stieo.jp","Japan","","","SAKURA Internet Inc.","9370","35.6897","139.6895"
"103.82.88.0","","Japan","Tochigi","Utsunomiya","Utsunomiya Cable TV Corporation","18274","36.5755","139.8827"
"103.82.112.0","","Japan","","","Softbank BB Corp.","17676","35.6897","139.6895"
"103.83.24.0","","Japan","","","D.C.N. Corporation","18097","35.6897","139.6895"
"103.84.124.0","103-84-124-0m5.mineo.jp","Japan","","","OPTAGE Inc.","17511","35.6897","139.6895"
"103.84.167.0","","Japan","","","","","35.6897","139.6895"
"103.87.144.0","","Japan","","","","","35.6897","139.6895"
"103.87.176.0","103-87-176-0.datadock.ne.jp","Japan","","","","","35.6897","139.6895"
"103.88.44.0","","Japan","Ōsaka","Osaka","xTom","4785","34.6946","135.5021"
"103.90.16.0","","Japan","Tokyo","Tokyo","LogicLinks, Inc.","59129","35.6893","139.6899"
"103.90.28.0","","Japan","","","KDDI CORPORATION","2516","35.6897","139.6895"
"103.90.164.0","103-90-164-0.catv.winde.jp","Japan","Shizuoka","Shizuoka","Hamamatsu Cable Television .Inc","131915","34.98","138.3854"
"103.91.4.0","","Japan","","","Tokyo Bay Network Co.,Ltd.","131916","35.6897","139.6895"
"103.91.184.0","","Japan","","","Toshiba I.S. corp","131917","35.6897","139.6895"
"103.92.228.0","","Japan","Gunma","Gunma","Cable TV Corporation","18278","36.5105","138.9852"
"103.93.60.0","","Japan","","","SHONAN CABLE NETWORK","131918","35.6897","139.6895"
"103.94.228.0","","Japan","","","Computer Engineering & Consulting, Ltd.","7514","35.6897","139.6895"
"103.95.104.0","103095104000.mcat.ne.jp","Japan","Hiroshima","Hiroshima","Mihara Cable Television Ltd.","131923","34.3978","132.4525"
"103.95.163.0","","Japan","","","","","35.6897","139.6895"
"103.95.180.0","","Japan","","","Internap Japan Co.,Ltd.","24295","35.6897","139.6895"
"103.95.184.0","103-95-184-0.v4.coe.ad.jp","Japan","","","Industrial Cyber Security Center of Excellence","63770","35.6897","139.6895"
"103.95.206.0","","Japan","","","OPTAGE Inc.","17511","35.6897","139.6895"
"103.96.64.0","103-96-64-0.bb0.bgp.ad.jp","Japan","","","Border Gateway Protocol Network Analysis Project","63771","35.6897","139.6895"
"103.96.112.0","","Japan","","","Computer Engineering & Consulting, Ltd.","7514","35.6897","139.6895"
"103.96.229.0","","Japan","","","dual&Co. Inc.","63773","35.6897","139.6895"
"103.96.252.0","","Japan","","","A.T.WORKS, Inc.","37916","35.6897","139.6895"
"103.97.208.0","","Japan","","","TOKAI Communications Corporation","10010","35.6897","139.6895"
"103.97.232.0","","Japan","","","OPTAGE Inc.","17511","35.6897","139.6895"
"103.97.236.0","","Japan","","","OPTAGE Inc.","17511","35.6897","139.6895"
"103.98.212.0","sv190613212-0.sys-temweb.com","Japan","","","","","35.6897","139.6895"
"103.99.80.0","","Japan","","","extride inc.","63772","35.6897","139.6895"
"103.99.124.0","","Japan","","","OPTAGE Inc.","17511","35.6897","139.6895"
"103.99.168.0","0x6763a800.wiz.network","Japan","","","WIZ K.K.","54415","35.6897","139.6895"
"103.100.72.0","","Japan","","","Beeks Financial Cloud Ltd","206689","35.6897","139.6895"
"103.100.189.0","","Japan","","","WingTecJapan G.K","136769","35.6897","139.6895"
"103.100.190.0","","Japan","","","WingTecJapan G.K","136769","35.6897","139.6895"
"103.101.72.0","","Japan","","","","","35.6897","139.6895"
"103.101.176.0","","Japan","Tokyo","Tokyo","Blue Data Center","136545","35.6893","139.6899"
"103.101.177.0","","Japan","Tokyo","Tokyo","Blue Data Center","136545","35.6893","139.6899"
"IP","Domain","Country","Region","City","ISP","ASN","Lat","Long"
"103.101.178.0","","Japan","Tokyo","Tokyo","Blue Data Center","136545","35.6893","139.6899"
"103.101.179.0","","Japan","Tokyo","Tokyo","Blue Data Center","136545","35.6893","139.6899"
"103.101.220.0","undefined.hostname.localhost","Japan","Tokyo","Tokyo","Anchnet Asia Limited","137443","35.6738","139.8032"
"103.102.3.0","","Japan","","","Kansai Airports","131924","35.6897","139.6895"
"103.103.164.0","","Japan","","","Equinix Japan Enterprise K.K.","17941","35.6897","139.6895"
"103.103.168.0","","Japan","","","","","35.6897","139.6895"
"103.104.20.0","sv20180201-0.ggodonellc.com","Japan","Aichi","Nagoya","Chubu Telecommunications Company, Inc.","18126","35.179","136.8939"
"103.104.88.0","cts103104088000.cts-net.ne.jp","Japan","","","Cable Television Saiki Co.Ltd.","131926","35.6897","139.6895"
"103.106.48.0","","Japan","","","TV Matsumoto Cablevision","131927","35.6897","139.6895"
"103.106.124.0","","Japan","Tottori","Tottori-shi","Tottori Teletopia Co., Ltd.","131928","35.4979","134.2309"
"103.108.232.0","","Japan","Yamanashi","Yamanashi","Yamanashi CATV Co,. ltd","131929","35.69","138.7048"
"103.108.236.0","","Japan","Tokyo","Tokyo","PF LINK SYSTEMS","137445","35.6893","139.6899"
"103.109.240.0","","Japan","","","Mixi,Inc.","38651","35.6897","139.6895"
"103.110.24.0","","Japan","Tokyo","Tokyo","PF LINK SYSTEMS","137445","35.6893","139.6899"
"103.112.180.0","","Japan","","","OPTAGE Inc.","17511","35.6897","139.6895"
"103.113.56.0","network.kamoike.net","Japan","","","Kamoike.net LLP","63774","35.6897","139.6895"
"103.113.168.0","","Japan","","","Rakuten Mobile Network, Inc.","137462","35.6897","139.6895"
"103.113.246.0","","Japan","Tochigi","Ekimaedori","HONDA MOTOR Co., Ltd.","24263","36.5666","139.9125"
"103.114.180.0","","Japan","Yamaguchi","Iwakuni","Iwakuni Cable Network Corporation","24251","34.1506","132.214"
"103.114.184.0","","Japan","Okayama","Okayama","Ibara Broadcasting Company","23618","34.6501","133.9311"
"103.114.232.0","","Japan","Tokyo","Hachiōji","TAMA Television Co., Ltd","131933","35.6517","139.3221"
"103.115.216.0","","Japan","","","","","35.6897","139.6895"
"103.116.4.0","","Japan","","","BOXNET","33011","35.6897","139.6895"
"103.116.152.0","","Japan","","","OPTAGE Inc.","17511","35.6897","139.6895"
"103.117.21.0","oki-103-117-21-0.glbb.com","Japan","","","Global Broadband K.K","137912","35.6897","139.6895"
"103.118.92.0","","Japan","Niigata","Joetsu","Joetsu Cable Vision","131937","37.1412","138.2362"
"103.118.123.0","oki-103-118-123-0.glbb.com","Japan","","","Global Broadband K.K","137912","35.6897","139.6895"
"103.118.154.0","oki-103-118-154-0.glbb.com","Japan","","","Global Broadband K.K","137912","35.6897","139.6895"
"103.119.88.0","mao103-119-88-0.maotv.ne.jp","Japan","","","Omaezaki Cable Television Co.Ltd","63782","35.6897","139.6895"
"103.119.127.0","","Japan","","","UNIVERSAL MUSIC LLC","131936","35.6897","139.6895"
"103.120.16.0","103x120x16x0.ipsism.ne.jp","Japan","","","IPS INC","131939","35.6897","139.6895"
"103.120.84.0","","Japan","","","BBIX, Inc","138033","35.6897","139.6895"
"103.120.180.0","","Japan","Tokyo","Fukasawa","JWAY co., Ltd.","24249","35.6216","139.6609"
"103.120.184.0","","Japan","","","Value Core Inc.","38633","35.6897","139.6895"
"103.121.44.0","","Japan","","","Entsu Co.,Ltd.","131941","35.6897","139.6895"
"103.123.180.0","","Japan","","","Mercari, Inc.","63776","35.6897","139.6895"
"103.124.0.0","","Japan","","","Rakuten Mobile Network, Inc.","138384","35.6897","139.6895"
"103.124.16.0","","Japan","","","Equinix Japan Enterprise K.K.","17941","35.6897","139.6895"
"103.124.200.0","","Japan","","","OPTAGE Inc.","17511","35.6897","139.6895"
"103.125.124.0","","Japan","Yamaguchi","Yamaguchi","CITY-CABLE SHUNAN Corporation","55381","34.1904","131.465"
"103.126.176.0","","Japan","","","Goto tv","131943","35.6897","139.6895"
"103.129.28.0","","Japan","","","Gurunavi, Inc.","131942","35.6897","139.6895"
"103.130.232.0","","Japan","","","Hitachi Systems, Ltd.","7513","35.6897","139.6895"
"103.131.120.0","","Japan","","","Community Network Center Inc.","9354","35.6897","139.6895"
"103.131.194.0","JPNICNET.nic.ad.jp","Japan","","","Japan Network Information Center","2515","35.6897","139.6895"
"103.135.240.0","","China","Guangdong","Guangzhou","NETEASE HONG KONG LIMITED","137263","23.1181","113.2539"
"103.135.244.0","","Japan","","","Super Godzilla Communications GK","138652","35.6897","139.6895"
"103.136.138.0","pc136-138-0.b-net.kcv.jp","Japan","","","KCV communications CO.,LTD.","55376","35.6897","139.6895"
"103.136.152.0","","Japan","","","Rakuten Group, Inc.","23820","35.6897","139.6895"
"103.136.196.0","","Japan","","","TOKAI Communications Corporation","10010","35.6897","139.6895"
"103.137.106.0","","Japan","Kagoshima","Kirishima Shi","Minamikyusyu CableTV Net Inc.","45687","31.8068","130.7856"
"103.137.212.0","visit.keznews.com","Japan","","","rainbow network limited","138968","35.6897","139.6895"
"103.137.232.0","","Japan","","","General Incorporated Foundation Aso Telework Center","131949","35.6897","139.6895"
"103.137.240.0","","Japan","","","Sanntuu Corporation","131945","35.6897","139.6895"
"103.138.100.0","eastasia-0.ler.jp","Japan","","","KVH Co.,Ltd","10021","35.6897","139.6895"
"103.139.86.0","","Japan","","","WEWORK-MANAGEMENT-LLC","54201","35.6897","139.6895"
"103.139.106.0","rt-ikb-2.b-dev.io","Japan","","","dual&Co. Inc.","63780","35.6897","139.6895"
"103.139.110.0","","Japan","","","EnjoyVC Japan Corporation","139076","35.6897","139.6895"
"103.139.238.0","","Japan","","","JUSTPLAYER Co.,Ltd.","63779","35.6897","139.6895"
"103.139.250.0","","Japan","","","","","35.6897","139.6895"
"103.140.44.0","","Japan","","","EHOSTICT","45382","35.6897","139.6895"
"103.140.48.0","","Japan","","","","","35.6897","139.6895"
"103.140.112.0","","Japan","","","U-NEXT Co.,Ltd.","139255","35.6897","139.6895"
"103.140.118.0","0.118.140.103.ubcnet.jp","Japan","","","Uenohara Broadband Communications Inc.","131982","35.6897","139.6895"
"103.140.136.0","edge.tyo01.as64271.net","Japan","Tokyo","Tokyo","Zero Cirrus Cloud Computing Shanghai Co., Ltd.","138545","35.8553","139.6416"
"103.140.200.0","","Japan","","","","","35.6897","139.6895"
"103.140.240.0","","Japan","","","EnjoyVC Japan Corporation","131950","35.6897","139.6895"
"103.141.34.0","","Japan","Nagano","Nagano","Azumino Network Community TV","23827","36.1346","138.0408"
"103.141.48.0","","Japan","","","Kyoutou Cable Net Co Ltd","131955","35.6897","139.6895"
"103.141.94.0","","Japan","","","I-NET CORP.","131966","35.6897","139.6895"
"103.141.96.0","","Japan","","","Xserver Inc.","131965","35.6897","139.6895"
"103.141.146.0","","Japan","","","Hyve Managed Hosting Corp Inc","139345","35.6897","139.6895"
"103.141.182.0","nerocloud.ppp11.odn.ad.jp","Japan","Tokyo","Tokyo","Nerocloud Ltd","48024","35.6164","139.7425"
"103.142.6.0","","Japan","","","Naganoken Kyodou Densan Co.Ltd.","18268","35.6897","139.6895"
"103.142.12.0","","Japan","","","Asahikawa Cable Television Co., Ltd.","131952","35.6897","139.6895"
